sEdnite	Agpmpay-t	sedn
sadIl	Pd-msn	sadIl
sIne	Ncmsv	sin
i	Cc	i
tOj	Pd-nsn	taj
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
rabotIlo	Vmp-sn	rabotiti
.	Z	.

jUtrom	Ncnsi	jutro
se	Px--sa	sebe
Ide	Vmr3s	ići
rAno	Rgp	rano
.	Z	.

da	Cs	da
se	Pxsa	sebe
naberE	Vmr3s	nabrati
dok	Cs	dok
je	Var3s	biti
rosA	Ncfsn	rosa
slEpi	Vmr3s	slepiti
se	Px--sa	sebe
pOsle	Rgp	posle
pa	Cc	pa
ne	Qz	ne
mOže	Vmr3s	moći
.	Z	.

bAba	Ncfsn	baba
Olga	Npfsn	Olga
će	Var3s	hteti
tOj	Pd-nsn	taj
nAjviše	Rgs	mnogo
da	Cs	da
prIča	Vmr3s	pričati
naa	Sa	na
.	Z	.

onA	Pp3fsn	on
Oni	Pp3mpn	oni
mlOgo	Rgp	mnogo
sadIli	Vmp-pm	saditi
mI	Pp1-pn	ja
nEsmo	Var1p	biti
mI	Pp1-pn	ja
gOdinu	Ncfsa	godina
dvE	Mlcf-n	dva
sAmo	Rgp	samo
.	Z	.

sadIli	Vmp-pm	saditi
pa	Cc	pa
nEsmo	Var1p	biti
po	Si	po
vIše	Rgc	mnogo
sadIli	Vmp-pm	saditi
.	Z	.

tƏg	Rgp	tako
po	Sl	po
mAlo	Rgp	malo
•	X	•
po	Sl	po
desetInu	Ncfsa	desetina
Ari	Ncfsl	ara
Ivicu	Ncfsa	ivica
.	Z	.

nasAdimo	Vmr1p	nasaditi
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
jUtrom	Ncfpn	jutro
Ide	Vmr3s	ići
pa	Cc	pa
se	Px--sa	sebe
nabEre	Vmr3s	nabrati
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
dAnju	Rgp	danju
•	X	•
sEdne	Vmr3s	sesti
u	Sl	u
ladavInu	Npmsl	ladavIn
pa	Cc	pa
se	Px--sa	sebe
cEl	Vmp-sm	ceti
dƏn	Ncmsn	dan
nIže	Vmr3s	nizati
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
••	X	••
sušAra	Ncfsn	sušara
naprAj	Ncmsn	napraj
ovAko	Rgp	ovako
dRvja	Ncmpa	drvo
pa	Cc	pa
se	Px--sa	sebe
nakAče	Ncnsn	nakače
vEnci	Npmsn	Venci
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
tOj	Pd-nsn	taj
šUši	Ncfsd	šuša
pa	Cc	pa
zImi	Ncfsl	zima
gaa	Vcp-sn	gti
.	Z	.

smIcamo	Npmsn	smIcamo
pa	Cc	pa
ga	Pp3msa	on
pAkujemo	Vmr1p	pakovati
.	Z	.

predAvamo	Npmsn	predAvamo
pa	Cc	pa
nEgde	Rgp	negde
ti	Pp2-sd	ti
otIde	Vma3s	otići
u	Sa	u
pRvu	Mlofsa	prvi
klAsu	Ncfsa	klasa
dobrO	Rgp	dobro
nEgde	Rgp	negde
u	Sl	u
drUgu	Mlofsa	drugi
.	Z	.

slAbo	Rgp	slabo
.	Z	.

Ete	I	eto
takOj	Rgp	tako
bilO	Vmp-sn	biti
.	Z	.

onI	Pp3mpn	oni
mlOogo	Vmr3p	mlooti
sadIle	Npfsg	Sadila
onI	Pp3mpn	oni
nEsu	Var3p	biti
bIli	Vmp-pm	biti
na	Sa	na
slUžbu	Ncfsa	služba
.	Z	.

mUž	Ncmsn	muž
na	Sa	na
bAbu	Ncfsa	baba
pa	Cc	pa
••	X	••
i	Cc	i
imAla	Vmp-sf	imati
svEkra	Ncmsg	svekar
svekRvu	Ncfsa	svekrva
i	Cc	i
Oni	Pp3mpn	oni
sadIli	Vmp-pm	saditi
.	Z	.

tOj	Pd-nsn	taj
mlOgo	Rgp	mnogo
gOdine	Ncfpn	godina
.	Z	.

sadIli	Vmp-pm	saditi
•	X	•
a	Cc	a
mI	Pp1-pn	ja
smo	Var1p	biti
jEdnu	Mlcfsa	jedan
gOdinu	Ncfsa	godina
dvE	Mlcf-n	dva
sAmo	Rgp	samo
.	Z	.

pa	Cc	pa
sUše	Ncfpn	suša
dok	Cs	dok
se	Pxsa	sebe
ne	Qz	ne
osUši	Vmr3s	osušiti
da	Cs	da
ne	Qz	ne
požUti	Vmr3s	požuteti
i	Cc	i
svE	Pi-nsn	sav
da	Cs	da
.	Z	.

da	Cs	da
budE	Vcr3s	biti
takOj	Rgp	tako
kAko	Cs	kako
tvoAta	Ncnpn	tvoate
blUzička	Vcp-sn	bluzičti
.	Z	.

da	Cs	da
ne	Qz	ne
cRn	Agpmsnn	crn
•	X	•
da	Cs	da
ne	Qz	ne
e	I	e
.	Z	.

nedosUšen	Npmsn	nedosUšen
al	Cc	ali
će	Var3s	hteti
se	Pxsa	sebe
ubUgja	Ncnsn	ubugja
pa	Cc	pa
se	Px--sa	sebe
pOsle	Rgp	posle
u	Sa	u
••	X	••
skUpe	Vmr3p	skupiti
vEnci	Npmsn	Venci
pa	Cc	pa
se	Px--sa	sebe
nakAči	Vmp-pm	nakati
.	Z	.

i	Cc	i
kƏd	Npmsn	kƏd
bUde	Var3s	biti
prEdava	Agpfsny	predav
jEseni	Ncfpn	jesen
.	Z	.

zImi	Ncfsl	zima
.	Z	.

se	Px--sa	sebe
kalUpi	Ncmpn	kalup
.	Z	.

svE	Pi-nsa	sav
•	X	•
isprAlja	Vmr3p	ispralti
se	Px--sa	sebe
lIšqe	Ncnsn	lišqe
pa	Cc	pa
.	Z	.

Imaš	Vmr2s	imati
dAvaoše	Ncfpn	davaoša
nekakvO	Pi-nsn	nekakav
.	Z	.

kao	Cs	kao
pRteno	Appnsny	prten
•	X	•
ser	Ncmsn	ser
sergIe	Npmsg	Sergio
ga	Pp3msa	on
zvAli	Vmp-pm	zvati
.	Z	.

p	Cc	pa
u	Sl	u
tOj	Pd-nsa	taj
.	Z	.

svRžemo	Npmsn	svRžemo
.	Z	.

napAkuvano	Rgp	napakuvano
kao	Cs	kao
pakEt	Ncmsn	paket
bUde	Var3s	biti
vAk	Rgp	ovako
čEtvrtno	Agpnsny	četvrtan
.	Z	.

i	Cc	i
.	Z	.

Oni	Pp3mpn	oni
ga	Pp3msa	on
.	Z	.

otkUpe	Vmr3p	otkupiti
.	Z	.

kakO	Cs	kako
••	X	••
po	Sa	po
njInu	Npfsa	Njina
vOlju	Ncfsa	volja
••	X	••
kakO	Cs	kako
Oće	Vcr3s	hteti
takOj	Rgp	tako
.	Z	.

plAte	Ncfpa	plata
••	X	••
u	Sa	u
.	Z	.

i	Cc	i
takOj	Rgp	tako
bilO	Vmp-sn	biti
sIne	Ncmsv	sin
.	Z	.

mlOgo	Rgp	mnogo
rabot	Rgp	rabot
mlOgo	Rgp	mnogo
se	Px--sa	sebe
rabotIlo	Vmp-sn	rabotiti
mlOgo	Rgp	mnogo
odAvna	Rgp	odavno
.	Z	.

sƏg	Rgp	sad
nIšta	Pi3n-n	ništa
se	Px--sa	sebe
ne	Qz	ne
rabOti	Vmr3s	rabotati
.	Z	.

sƏg	Rgp	sad
kakvO	Pi-nsn	kakav
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
s	Si	sa
na	Sa	na
grbInu	Ncfsa	grbina
nosIla	Vmp-sf	nositi
kAnta	Ncmsg	kanat
.	Z	.

te	Cc	te
se	Px--sa	sebe
vinOgrad	Ncmsn	vinograd
pRskal	Vmp-sm	prsći
•	X	•
sƏg	Rgp	sad
mOj	Ps1msn	moj
sIn	Ncmsn	sin
Ima	Vmr3s	imati
.	Z	.

pRvo	Rgp	prvo
smo	Var1p	biti
s	Si	sa
jEdno	Mlcnsn	jedan
bUre	Vmr3p	buriti
pa	Cc	pa
s	Si	sa
rUčno	Rgp	ručno
.	Z	.

trAktor	Ncmsn	traktor
.	Z	.

rAdi	Vmr3s	raditi
na	Sa	na
krAj	Ncmsan	kraj
vinOgrad	Ncmsan	vinograd
i	Cc	i
mI	Pp1-pn	ja
sAmo	Rgp	samo
razvečEmo	Agpnpny	razvečem
crEva	Ncnpn	crevo
do	Sg	do
krAj	Ncmsn	kraj
vinOgrad	Ncmsn	vinograd
nadOl	Xf	nadOl
odozdOl	Xf	odozdOl
.	Z	.

a	Cc	a
sƏg	Rgp	sad
On	Pp3msn	on
sIne	Ncmsv	sin
kupuvAl	Vmr3s	kupuvalti
svE	Pi-nsn	sav
mašIne	Ncfpn	mašina
.	Z	.

svE	Pi-nsn	sav
s	Si	sa
kUpeno	Appnsny	kupiti
.	Z	.

se	Px--sa	sebe
.	Z	.

sAmo	Rgp	samo
Eto	I	eto
što	Cs	što
mu	Pp3msd	on
se	Px--sa	sebe
((XXX))	X	((xxx))
zdrAvjeto	Agpnsny	zdravjet
.	Z	.

pa	Cc	pa
sadIlo	Vmp-sn	saditi
se	Px--sa	sebe
svAšta	Pi3n-n	svašta
.	Z	.

kakvO	Pi-nsn	kakav
si	Px--sd	sebe
se	Px--sa	sebe
i	Cc	i
sAd	Rgp	sad
sAdi	Vmr3s	saditi
.	Z	.

tOj	Pd-nsn	taj
sAmo	Rgp	samo
jedIno	Cc	jedino
sƏg	Rgp	sad
duvAnət	Pp2-pa	duvAnət
nE	Qz	ne
.	Z	.

sadIli	Vmp-pm	saditi
smo	Var1p	biti
mlOgo	Rgp	mnogo
.	Z	.

i	Cc	i
jAgodu	Ncfsa	jagoda
smo	Var1p	biti
sadIli	Vmp-pm	saditi
i	Cc	i
.	Z	.

Eto	I	eto
vIšnje	Rgp	višnje
Imamo	Vmr1p	imati
sƏd	Rgp	sad
i	Cc	i
.	Z	.

šljIve	Ncfpn	šljiva
Imamo	Vmr1p	imati
.	Z	.

((XXX))	X	((xxx))
.	Z	.

otrUla	Npmsn	otrUla
se	Pxsa	sebe
ovdEk	Rgp	ovde
na	Sa	na
vOj	Ncmsan	voj
smo	Var1p	biti
mazAli	Vmp-pm	mazati
s	Si	sa
onOj	Pdsn	onaj
što	Cs	što
se	Px--sa	sebe
mAže	Vmr3s	mazati
.	Z	.

((laugh))	X	((laugh))
na	Sa	na
tanjIrčevo	Npnsa	tanjIrčevo
.	Z	.

onA	Pp3fsn	on
se	Px--sa	sebe
otrUje	Vmr3s	otrovati
.	Z	.

pa	Cc	pa
ne	Qz	ne
mOže	Vmr3s	moći
ovdE	Rgp	ovde
gjUbrište	Var2p	gjUbrište
pred	Sa	pred
vrAta	Ncnpa	vrata
Ima	Vmr3s	imati
mlOgo	Rgp	mnogo
ovdE	Rgp	ovde
kod	Sg	kod
nAs	Pp1-pg	mi
mUe	Qr	mUe
.	Z	.

ovOj	Pd-nsn	ovaj
ne	Qz	ne
bi	Vaa3s	biti
nEki	Pi-mpn	neki
trpEl	Vmp-pm	teti
al	Cc	ali
mI	Pp1-pn	ja
Ete	I	eto
kudE	Rgp	kuda
ćeš	Vmr2s	hteti
trEba	Vmr3s	trebati
se	Px--sa	sebe
svE	Pi-nsn	sav
.	Z	.

zamEraš	Vmr2s	zamerati
.	Z	.

paa	Cc	pa
qutImo	Vmr1p	qutiti
.	Z	.

i	Cc	i
takOj	Rgp	tako
.	Z	.

ispričAsmo	Npmsn	ispričAsmo
se	Pxsa	sebe
••	X	••
od	Sg	od
svAšta	Pi3n-n	svašta
((laugh))	X	((laugh))
.	Z	.

se	Pxsa	sebe
nesƏm	Var1s	biti
setIla	Vmp-sf	setiti
nIkada	Rgp	nikada
•	X	•
a	Cc	a
se	Px--sa	sebe
potsetI	Vmp-sn	potseti
sƏg	Rgp	sad
.	Z	.

jAo	I	jao
((XXX))	X	((xxx))
.	Z	.

ha	I	ha
.	Z	.

pa	Cc	pa
kƏd	Vmr3s	kədti
se	Px--sa	sebe
žnjEe	Ncfpn	žnjea
mOi	Ps1mpn	moj
su	Var3p	biti
svEkar	Ncmsn	svekar
i	Cc	i
svEkrva	Ncfsn	svekrva
spAli	Vmr3s	spaliti
u	Sa	u
pOlje	Ncnsa	polje
.	Z	.

tƏg	Rgp	tako
da	Cs	da
po	Sl	po
ladavInu	Npmsl	ladavIn
žnjU	Vmr3p	žeti
.	Z	.

pa	Cc	pa
kƏd	Ncnsn	kəd
je	Var3s	biti
mesEčina	Ncfsn	mesečina
Ono	Pd-nsn	onaj
i	Cc	i
nOqu	Ncfpn	noqa
kƏd	Mlonsn	kəi
ne	Qz	ne
Oni	Pp3mpn	oni
polEgu	Vmr3p	poleti
.	Z	.

ali	Cc	ali
se	Pxsa	sebe
žAle	Vmr3p	žaliti
kƏd	Rgp	kəd
otIdem	Vmr1s	otiti
jUtrom	Ncnsi	jutro
jA	Pp1-sn	ja
odnesEm	Vmr1s	odneti
dOručak	Ncmsan	doručak
.	Z	.

i	Cc	i
detE	Ncnsn	dete
odvedEm	Vmr1s	odvesti
.	Z	.

rAdiša	Npmsn	Radiša
mi	Pp1-sd	ja
mAnečak	Rgp	manečak
bIl	Vmp-sm	biti
.	Z	.

paa	Cc	pa
•	X	•
onI	Pp3mpn	oni
se	Px--sa	sebe
žAle	Vmr3p	žaliti
komarcIi	Ncmpn	komarci
davIli	Vmp-pm	daviti
jEdno	Mlcnsn	jedan
drUgo	Agpnsny	drugi
.	Z	.

de	Rgp	gde
se	Pxsa	sebe
spI	Vmr3s	spati
u	Sa	u
pOlje	Ncnsa	polje
.	Z	.

i	Cc	i
takOj	Rgp	tako
nas	Pp1-pa	mi
.	Z	.

se	Px--sa	sebe
rabotIlo	Vmp-sn	rabotiti
mlOgo	Rgp	mnogo
.	Z	.

pa	Cc	pa
vRše	Vmr3p	vršiti
pa	Cc	pa
lEle	I	lele
.	Z	.

kƏd	Z	kƏd
te	Cc	te
uvAte	Vmr3p	uvatiti
trI	Mlc	tri
vRše	Vmr3p	vršiti
na	Sa	na
dƏn	Npmsan	dƏn
cRkneš	Vmr2s	crći
.	Z	.

kəd	Qr	kəd
dOjdeš	Vcp-sn	dojdti
onO	Pd-nsn	onaj
svE	Pi-nsn	sav
si	Px--sd	sebe
.	Z	.

Oči	Ncnpn	oko
pUni	Agpmsny	pun
.	Z	.

pocrvenEl	Npmsn	pocrvenEl
.	Z	.

od	Sg	od
••	X	••
prašInu	Ncfsa	prašina
.	Z	.

pa	Cc	pa
lEgnu	Vmr3p	legnuti
si	Px--sd	sebe
nA	Sa	na
zem	Ncmsan	zem
ponesU	Vmr3p	poneti
si	Px--sd	sebe
neštO	Pi3n-a	nešto
.	Z	.

onO	Pd-nsn	onaj
s	Si	sa
nE	Qz	ne
imAlo	Vmp-sn	imati
vOzilo	Ncnsn	vozilo
pa	Cc	pa
ni	Cc	ni
d	Cs	da
izvezEš	Vmr2s	izvesti
.	Z	.

nego	Cc	nego
kakvO	Pi-nsn	kakav
ponesU	Vmr3p	poneti
•	X	•
drEje	Npfsg	drEja
.	Z	.

znAš	Vmr2s	znati
lEti	Vmr3s	leteti
si	Px--sd	sebe
mOg	Vmr1s	moći
lEgneš	Vmr2s	legnuti
de	Rgp	gde
Oćeš	Vmr2s	hteti
u	Sa	u
pOlje	Ncnsa	polje
.	Z	.

u	Sl	u
ladavInu	Npmsl	ladavIn
pod	Si	pod
krUšku	Ncfsa	kruška
dAnju	Rgp	danju
pod	Sa	pod
.	Z	.

kvO	Pr-nsn	kvo
Ima	Vmr3s	imati
u	Sl	u
njIvu	Ncfsa	njiva
.	Z	.

nOqu	Z	nOqu
pa	Cc	pa
gde	Cs	gde
gde	Cs	gde
Oć	Vmr2s	hteti
mOž	Vmr3p	moći
da	Cs	da
lEgneš	Vmr2s	legnuti
nOq	Npmsn	nOq
kƏd	Npmsn	kƏd
je	Var3s	biti
ladavIna	Ncfsn	ladavina
.	Z	.

al	Cc	ali
Eto	I	eto
dAve	Vmr3p	daviti
komarcI	Ncmpn	komarac
.	Z	.

nOću	Rgp	noću
.	Z	.

al	Cc	ali
tOj	Pd-nsn	taj
znAm	Vmr1s	znati
da	Cs	da
su	Var3p	biti
spAli	Vmp-pm	spati
i	Cc	i
ovAm	Rgp	ovamo
po	Sl	po
ovUj	Pd-fsa	ovaj
strAnu	Ncfsa	strana
i	Cc	i
onAm	Rgp	onamo
.	Z	.

na	Sa	na
onUj	Pp3fsa	onaj
strAnu	Ncfsa	strana
.	Z	.

po	Sa	po
njIve	Ncfpa	njiva
.	Z	.

po	Sa	po
ednU	Npfsa	Edna
nOq	Vmp-sm	noti
takOj	Rgp	tako
prespU	Vmr3p	presuti
.	Z	.

i	Cc	i
takvO	Pd-nsn	takav
bilO	Vmp-sn	biti
.	Z	.

pa	Cc	pa
mašInE	Ncfpn	mašina
imAlo	Vmp-sn	imati
pa	Cc	pa
.	Z	.

trAktor	Ncmsn	traktor
.	Z	.

jA	Pp1-sn	ja
rAnie	Var3s	rAnie
bilO	Vmp-sn	biti
nEki	Pipn	neki
motOri	Ncmpn	motor
a	Cc	a
jA	Pp1-sn	ja
znAm	Vmr1s	znati
na	Sa	na
trAktori	Ncmpn	traktor
pOsle	Sg	posle
kəd	Ncfsg	kəa
.	Z	.

smo	Var1p	biti
.	Z	.

vrelI	Agpmsny	vreo
.	Z	.

pa	Cc	pa
kaIš	Pi-nsn	kaIš
pa	Cc	pa
na	Sa	na
mašInu	Ncfsa	mašina
se	Px--sa	sebe
tAm	Rgp	tamo
namEsti	Vmr3s	namestiti
pa	Cc	pa
ga	Pp3msa	on
trAktor	Ncmsn	traktor
tEra	Vmr3s	terati
pa	Cc	pa
edAn	Mlcmsn	jedan
gOre	Rgp	gore
.	Z	.

bAga	Vmr3s	bagati
.	Z	.

Ono	Pd-nsn	onaj
izlAzi	Vmr3s	izlaziti
slAma	Ncfsn	slama
.	Z	.

Oni	Pp3mpn	oni
ednI	Mlcmpn	jedan
na	Sl	na
slAmu	Ncmsl	slam
ednI	Npfsl	Edna
denUle	Vmr3p	denuliti
se	Px--sa	sebe
kamAre	Ncfpn	kamara
.	Z	.

stOžinu	Ncfsa	stožina
nEki	Pi-mpn	neki
ukOpa	Vmr3s	ukopati
.	Z	.

U	Sa	u
zem	Ncmsan	zem
pa	Cc	pa
oko	Rgp	oko
tOj	Pd-nsn	taj
.	Z	.

se	Pxsa	sebe
gAzi	Vmr3s	gaziti
po	Sa	po
pe	Mlc	pet
šEs	Mlc	šest
dUše	Ncfpn	duša
sAmo	Rgp	samo
na	Sa	na
•	X	•
kamAru	Ncfsa	kamara
tu	Rgp	tu
bUdu	Vcr3p	biti
na	Sa	na
tOj	Pd-nsa	taj
.	Z	.

te	Pp2-sa	ti
.	Z	.

te	Cc	te
gAze	Ncfpn	gaza
tUj	Pd-fsa	taj
slAmu	Ncfsa	slama
da	Cs	da
se	Pxsa	sebe
dobrO	Rgp	dobro
nagAzi	Vmr3s	nagaziti
da	Cs	da
je	Var3s	biti
ne	Qz	ne
prokIsne	Vmr3s	prokisnuti
da	Cs	da
.	Z	.

ednI	Mlcmpn	jedan
dAvu	Vmr3p	davati
mUži	Ncmpn	muž
••	X	••
vRlju	Npfsn	vRlju
visokO	Rgp	visoko
.	Z	.

((XXX))	X	((xxx))
.	Z	.

a	Cc	a
ženE	Ncfpn	žena
na	Sa	na
plEvu	Ncfsa	pleva
od	Sg	od
•	X	•
gRću	Npmsd	gRć
plEu	Npmsd	plE
pa	Cc	pa
se	Px--sd	sebe
dIza	Ncfpn	diza
po	Sl	po
plEvnje	Ncnsl	plevnje
te	Cc	te
se	Px--sa	sebe
rAni	Vmr3s	raniti
.	Z	.

krAve	Ncfpn	krava
zImi	Ncfsl	zima
.	Z	.

brAšno	Ncnsn	brašno
i	Cc	i
plEva	Ncfsn	pleva
pa	Cc	pa
.	Z	.

dAvaš	Qo	dAvaš
na	Sa	na
stOku	Ncfsa	stoka
.	Z	.

a	Cc	a
sƏg	Rgp	sad
Ima	Vmr3s	imati
svE	Qo	sve
i	Cc	i
koncentrAt	Ncmsn	koncentrat
i	Cc	i
.	Z	.

mElješ	Vmr2s	mleti
.	Z	.

dvE	Mlcf	dva
prIkolice	Ncfsg	prikolica
smo	Var1p	biti
sƏg	Rgp	sad
čenIcu	Mdc	čenicu
sAmo	Rgp	samo
doterAli	Vmp-pm	doterati
.	Z	.

u	Sa	u
prIkolicu	Ncfsa	prikolica
sipUvano	Cc	sipUvano
ne	Qz	ne
u	Sl	u
džAkovi	Ncmpn	džak
.	Z	.

smo	Var1p	biti
cRkli	Vmp-pm	crći
jEdan	Mlcmsn	jedan
dƏn	Ncmsn	dan
dok	Cs	dok
smo	Var1p	biti
i	Cc	i
svE	Pi-nsn	sav
džakirAli	Npmpa	džakirAl
i	Cc	i
dIgli	Vmp-pm	dići
u	Sa	u
Ambar	Ncmsan	ambar
.	Z	.

dOjde	Vmr3s	doći
i	Cc	i
mAja	Ncmsg	maj
i	Cc	i
decA	Ncnpn	dete
i	Cc	i
.	Z	.

radIša	Npmsn	Radiša
ne	Qz	ne
mOže	Vmr3s	moći
mi	Pp1-sd	ja
.	Z	.

trI	Mlc	tri
smo	Var1p	biti
prOpale	Vmp-pf	propasti
.	Z	.

dok	Cs	dok
smo	Var1p	biti
tOj	Pd-nsn	taj
dIgle	Vmp-pf	dići
.	Z	.

pa	Cc	pa
dObro	Rgp	dobro
.	Z	.

znAlo	Vmpn	znati
se	Pxsa	sebe
mUški	Agpmsny	muški
kOe	Ncmsn	koe
si	Px--sd	sebe
rAde	Ncfpn	rada
ženE	Ncfpn	žena
kOe	Pipn	koji
rAde	Vmr3p	raditi
ženE	Ncfpn	žena
u	Sa	u
kUqu	Ncfsa	kuća
.	Z	.

bAštu	Ncfsa	bašta
•	X	•
na	Sa	na
kopAnje	Ncnsa	kopanje
svI	Pi-mpn	sav
.	Z	.

mUži	Ncmpn	muž
na	Sa	na
orAnje	Ncnsa	oranje
.	Z	.

kakvO	Pi-nsn	kakav
•	X	•
stOku	Ncfsa	stoka
mUži	Ncmpn	muž
•	X	•
mUzli	Vmp-pm	musti
mUži	Ncmpn	muž
.	Z	.

dObro	Rgp	dobro
gde	Rgp	gde
nE	Qz	ne
imAl	Vmp-sm	imati
mUž	Ncmsn	muž
onOj	Pd-nsa	onaj
i	Cc	i
ženE	Ncfpn	žena
mUzle	Vmp-pf	musti
krAve	Ncfpa	krava
.	Z	.

nE	Qz	ne
mog	Vmr1s	moći
tOj	Pd-nsn	taj
da	Cs	da
kAžem	Vmr1s	kazati
baš	Rgp	baš
da	Cs	da
nE	Qz	ne
.	Z	.

Eto	I	eto
mOj	Ps1msn	moj
tAta	Ncmsn	tata
bIl	Vmp-sm	biti
na	Sa	na
slUžbu	Ncfsa	služba
pa	Cc	pa
mAti	Ncfsn	mati
svE	Pi-nsn	sav
mUzla	Vmp-sf	musti
onA	Pp3fsn	on
.	Z	.

po	Sl	po
dvE	Ncmsl	dv
krAve	Ncfpa	krava
•	X	•
pa	Cc	pa
u	Sl	u
valEvci	Npfsl	valEvca
se	Px--sa	sebe
nosIlo	Vmp-sn	nositi
.	Z	.

iz	Sg	iz
drečInovac	Npfsg	drečInovac
u	Sl	u
valEvci	Npfsl	valEvca
.	Z	.

na	Sa	na
kobIlku	Ncfsa	kobila
po	Sl	po
dvE	Ncmsl	dv
kAnte	Ncfsg	kanta
te	Pdpa	taj
predavAla	Vmp-sf	predavati
pa	Cc	pa
.	Z	.

mUka	Ncfsn	muka
si	Px--sd	sebe
se	Px--sa	sebe
živElo	Vmp-sn	živeti
i	Cc	i
odƏvna	Ncfpn	odəvna
i	Cc	i
•	X	•
sƏg	Rgp	sad
.	Z	.

dObro	Rgp	dobro
sƏg	Rgp	sad
drUkše	Ncnsn	drugačije
sa	Si	sa
kUju	Ncfsa	kuja
ne	Qz	ne
mOž	Vmr3s	moći
da	Cs	da
muzE	Vmr3s	musti
On	Pp3msn	on
mUzelice	Ncfpa	muzelica
mI	Pp1-pn	ja
za	Sa	za
jEdnu	Mlcfsa	jedan
krAvicu	Ncfsa	kravica
pa	Cc	pa
mUzalicu	Qr	mUzalicu
.	Z	.

sEdne	Vmr3s	sesti
rAdiša	Npmsn	Radiša
sAmo	Rgp	samo
On	Pp3msn	on
si	Px--sd	sebe
tOj	Pd-nsn	taj
sƏg	Rgp	sad
.	Z	.

i	Cc	i
lozAna	Npfsn	Lozana
•	X	•
Uze	Npmsn	Uze
ali	Cc	ali
jA	Pp1-sn	ja
ne	Qz	ne
nesAm	Var1s	biti
•	X	•
jA	Pp1-sn	ja
səm	Vcr1s	biti
rUčno	Rgp	ručno
mUzla	Vmp-sf	musti
.	Z	.

po	Sl	po
četrEs	Ncnsl	četree
kIla	Ncfsn	kila
səm	Var1s	biti
jA	Pp1-sn	ja
nosIla	Vmp-sf	nositi
ovdEk	Rgp	ovde
imAla	Vmpn	imati
si	Px--sd	sebe
mlekAra	Ncmsay	mlekar
kod	Sg	kod
nAs	Npmsg	nA
((XXX))	X	((xxx))
kupuvAli	Vmp-pm	kupovati
.	Z	.

mlekO	Ncnsn	mleko
.	Z	.

rUčno	Rgp	ručno
namuzEm	Vmr1s	namuzeti
dvAes	Mlc	dvadeset
kIla	Ncfsn	kila
jUtrom	Ncnsi	jutro
dvAes	Mlc	dvadeset
vEčerom	Ncfsi	večer
od	Sg	od
dvE	Mlcf	dva
krAve	Ncfsg	krava
.	Z	.

i	Cc	i
nOsim	Vmr1s	nositi
.	Z	.

nE	Qz	ne
imalo	Vmp-sn	imati
kOj	Pi3m-n	koji
mUž	Ncmsn	muž
mi	Pp1-sd	ja
bIl	Vmp-sm	biti
bOlan	Agpmsnn	bolan
pOsle	Rgp	posle
se	Px--sa	sebe
pOtika	Vmp-sn	potiti
.	Z	.

i	Cc	i
jA	Pp1-sn	ja
səm	Var1s	biti
morAla	Vmp-sf	morati
svE	Pi-nsn	sav
da	Cs	da
rabOtim	Vmr1s	rabotiti
tƏd	Rgp	tad
i	Cc	i
mUško	Agpnsny	muški
i	Cc	i
žEnsko	Agpnsny	ženski
.	Z	.

a	Cc	a
Ono	Pd-nsn	onaj
i	Cc	i
dƏn	Ncmsn	dan
dənƏs	Npmsn	dənƏs
kOj	Pi3m-n	koji
Ima	Vmr3s	imati
kOj	Pi-msn	koji
onO	Pd-nsn	onaj
•	X	•
ženE	Ncfpn	žena
.	Z	.

pO	Sl	po
ne	Qz	ne
Idu	Vmr3p	ići
tOlko	Rgp	toliko
kod	Sg	kod
stOku	Ncfsa	stoka
pO	Sl	po
ne	Qz	ne
•	X	•
mI	Pp1-pn	ja
.	Z	.

mOramo	Vmr1p	morati
.	Z	.

kOj	Cs	kao
nEmaš	Vmr2s	imati
kogA	Pi3m	tko
da	Cs	da
ti	Pp2-sd	ti
Ide	Vmr3s	ići
.	Z	.

a	Cc	a
Oćemo	Vmr1p	otati
svE	Pi-nsa	sav
da	Cs	da
čUvamo	Vmr1p	čuvati
Eto	I	eto
dEset	Mlc	deset
brAva	Ncfsn	brava
sAmo	Rgp	samo
svInje	Ncfpa	svinja
jAo	I	jao
.	Z	.

i	Cc	i
krAvu	Ncfsa	krava
tOj	Pd-nsn	taj
smanjImo	Vmr1p	smanjiti
Edna	Npfsn	Edna
ali	Cc	ali
.	Z	.

svInje	Ncfsa	svinja
i	Cc	i
dalje	Rgc	daleko
čUvamo	Vmr1p	čuvati
.	Z	.

pa	Cc	pa
mUka	Ncfsn	muka
•	X	•
daa	Cs	da
.	Z	.

narAniš	Qr	narAniš
da	Cs	da
napOiš	Vmr2s	napoiti
daa	Cs	da
.	Z	.

svE	Pi-nsn	sav
.	Z	.

