desAnka	Npfsn	Desanka
da	Cs	da
brAl	Vmp-sm	brati
.	Z	.

te	Cc	te
se	Px--sa	sebe
gOni	Vmr3s	goniti
čAšu	Ncfsa	čaša
ako	Cs	ako
smE	Vmr3s	smeti
.	Z	.

na	Sa	na
kad	Cs	kad
pOčnu	Vmr3p	početi
da	Cs	da
kotRlja	Vmr3s	kotrljati
.	Z	.

pod	Si	pod
kamenAt	Ncmsant	kamen
ne	Qz	ne
smEš	Vmr2s	smeti
.	Z	.

t	X	t
da	Cs	da
tI	Pp2-sd	ti
dAva	Vmr3s	davati
zlAto	Ncnsa	zlato
.	Z	.

nEma	Vmr3s	imati
vAjda	Ncfsn	vajda
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
u	Sa	u
vUka	Ncmsay	vuk
.	Z	.

tUj	Rgp	tu
.	Z	.

u	Sl	u
dOlat	Npmsl	dOla
.	Z	.

kAman	Npmsn	Kaman
mu	Pp3msd	on
nogA	Ncfsn	noga
.	Z	.

na	Sl	na
vUku	Ncmsl	vuk
.	Z	.

njEmu	Pp3msd	on
odsEčen	Appmsnn	odseći
.	Z	.

njEmu	Pp3msd	on
odsEčena	Appfsny	odseći
nogA	Ncfsn	noga
.	Z	.

On	Pp3msn	on
zatOj	Rgp	zato
nE	Qz	ne
sme	Vmr3s	smeti
((?))	X	((?))
.	Z	.

dIga	Agpfpny	digi
rUće	Ncfpn	ruća
ne	Qz	ne
smEje	Vmr3s	smejati
da	Cs	da
.	Z	.

da	Cs	da
bRkne	Qr	bRkne
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
.	Z	.

nogA	Ncfsn	noga
ga	Pp3msa	on
zabolEla	Vmp-sf	zaboleti
tO	Pd-nsn	taj
li	Qq	li
.	Z	.

štO	Cs	što
tO	Pd-nsn	taj
po	Sl	po
parEte	Ncfsl	para
.	Z	.

zakopAla	Vmp-sf	zakopati
.	Z	.

onI	Pp3mpn	oni
mu	Pp3msd	on
odsEkoše	Vma3p	odseći
nOgu	Ncfsa	noga
.	Z	.

ta	Cs	da
s	Si	sa
jEdnu	Mlcfsa	jedan
nOgu	Ncfsa	noga
e	I	e
.	Z	.

i	Cc	i
sAgu	Ncfsa	saga
onI	Pp3mpn	oni
glEdal	X	glEdal
nesmE	Npfsg	Nesma
da	Cs	da
.	Z	.

Uzne	Vmr3s	uzeti
da	Cs	da
se	Px--sa	sebe
slUša	Vmr3s	slušati
.	Z	.

da	Cs	da
vIdi	Vmr3s	videti
vAjdu	Ncfsa	vajda
od	Sg	od
njEj	Npmsg	njE
.	Z	.

nEma	Vmr3s	imati
.	Z	.

ne	Qz	ne
mOže	Vmr3s	moći
.	Z	.

kOje	Pipa	koji
je	Var3s	biti
prokletIja	Ncfsn	prokletija
kOje	Pisn	koji
je	Var3s	biti
kletO	Appnsny	kleti
.	Z	.

kletOtoj	Npmsn	kletOtoj
nEma	Vmr3s	imati
vAjdu	Ncfsa	vajda
ovI	Npmsn	ovI
tEj	Npmsn	Tej
.	Z	.

Uzni	Npmsn	Uzni
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
poslUšaš	Vmr2s	poslušati
.	Z	.

al	Cc	ali
nEš	Var2s	nEš
da	Cs	da
vIdiš	Vmr2s	videti
vAjdu	Ncfsa	vajda
.	Z	.

od	Sg	od
njEj	Qr	njEj
.	Z	.

i	Cc	i
ne	Qz	ne
mOže	Vmr3s	moći
.	Z	.

tOj	Pd-nsn	taj
su	Vcr3p	biti
godžA	Npmsn	godžA
onO	Pd-nsn	onaj
p	Cc	pa
odIli	Vmp-pm	oditi
tekA	Rgp	tako
.	Z	.

al	Cc	ali
onO	Pd-nsn	onaj
svAći	Pi-msn	svAći
trAži	Vmr3s	tražiti
sIne	Ncmsv	sin
pAre	Ncfpa	para
.	Z	.

i	Cc	i
jA	Pp1-sn	ja
vI	Pp2-pn	vi
tražIla	Vmp-sf	tražiti
.	Z	.

ali	Cc	ali
u	Sl	u
nAs	Pp1-pa	mi
u	Sl	u
livAdu	Ncfsa	livada
gOre	Rgp	gore
u	Sa	u
livAdu	Ncfsa	livada
.	Z	.

na	Sa	na
dvE	Agpnpgy	dv
mestA	Ncnpg	mesto
bilA	Vapf	biti
ll	Vmn	ll
u	Sl	u
lju	Npmsl	l
.	Z	.

u	Sl	u
livAdutu	Npmsl	livAdut
.	Z	.

i	Cc	i
sEno	Ncnsa	selo
sam	Var1s	biti
brAla	Vmp-sf	brati
i	Cc	i
.	Z	.

gazIli	Vmp-pm	gaziti
smo	Var1p	biti
po	Si	po
njE	Pp3fsg	on
.	Z	.

no	Cc	no
gOre	Rgp	gore
.	Z	.

u	Sl	u
plAninutu	Npmsl	plAninut
.	Z	.

onO	Pd-nsn	onaj
do	Sg	do
pUt	Ncmsn	put
.	Z	.

i	Cc	i
bilE	Vmp-pf	biti
tUj	Rgp	tu
i	Cc	i
brAle	Vmp-pf	brati
smo	Var1p	biti
sEno	Ncnsa	selo
.	Z	.

i	Cc	i
kOj	Pi3m-n	koji
tI	Pp2-sd	ti
je	Var3s	biti
znAl	Vmp-sm	znati
i	Cc	i
gledAli	Vmp-pm	gledati
smo	Var1p	biti
u	Sa	u
tIja	Pd-msan	taj
kAmček	Npmsn	kAmček
.	Z	.

i	Cc	i
nesmO	Var1p	biti
kad	Cs	kad
.	Z	.

pOsle	Rgp	posle
pogledAmo	Vmr1p	pogledati
.	Z	.

drUdi	Sa	drUdi
dAn	Ncmsan	dan
i	Cc	i
kakO	Cs	kako
li	Qq	li
.	Z	.

one	Pd-fpn	onaj
izvAdene	Px--sa	izvAdene
.	Z	.

tekA	Rgp	tako
si	Px--sd	sebe
vAnuto	Ncfpn	vanuta
.	Z	.

bilO	Vapn	biti
u	Sl	u
vRčvu	Npmsl	vRčv
.	Z	.

ss	Npmsn	ss
i/	X	i/
istRgnuto	Appnsny	istrći
.	Z	.

al	Cc	ali
.	Z	.

kad	Cs	kad
čvEk	Npmsn	Čvek
nE	Qz	ne
zna	Vmr3s	znati
.	Z	.

tekOj	Rgp	tako
.	Z	.

aa	Cc	a
po	Sa	po
plAninu	Ncfsa	planina
godžA	Npmsn	godžA
je	Var3s	biti
imAlo	Vmp-sn	imati
pAre	Ncfpa	para
.	Z	.

ljUdje	Ncfpn	ljudja
su	Var3p	biti
kopAli	Vmp-pm	kopati
.	Z	.

On	Pp3msn	on
vIče	Vmr3s	vikati
nAjde	Vmr3s	naći
čovEka	Ncmsay	čovek
.	Z	.

vAmo	Npmsn	vAmo
vIja	Vmr3s	vijati
dvojIca	Ncfsn	dvojica
gdE	Rgp	gde
su	Var3p	biti
?	Z	?
.	Z	.

na	Sa	na
sLnce	Npnsa	sLnce
.	Z	.

((?))	X	((?))
.	Z	.

maglA	Ncfsn	magla
ako	Cs	ako
nEma	Vmr3s	imati
.	Z	.

o	I	o
tA	Pd-nsa	taj
.	Z	.

psss	Qr	psss
.	Z	.

e	I	e
kojkO	Pd-nsn	kojkO
mAš	Vcr3s	mabiti
tOlko	Rgp	toliko
.	Z	.

znAeš	Vmr2s	znati
li	Qq	li
.	Z	.

jA	Pp1-sn	ja
kada	Rgp	kada
.	Z	.

kad	Cs	kad
dojdOše	Vma3p	doći
tIja	Pd-msn	taj
ne/	X	ne/
.	Z	.

nišlIje	Ncfpn	nišlija
kod	Sg	kod
mEn	Pp1-sd	ja
gOre	Rgp	gore
.	Z	.

tO	Pdsn	taj
davnO	Rgp	davno
je	Var3s	biti
bilO	Vmp-sn	biti
nEje	Var3s	biti
bilO	Vmp-sn	biti
jučEr	Rgp	juče
.	Z	.

aa	Cc	a
mI	Pp1-pn	ja
gdE	Rgp	gde
si	Px--sd	sebe
pečEmo	Vmr1p	peći
u	Sa	u
vUrnjutu	Ncfsa-t	vurnja
do	Sg	do
ku/	Qr	ku/
.	Z	.

a	Cc	a
mI	Pp1-pn	ja
ga	Pp3msa	on
Okamo	Vmr1p	okati
.	Z	.

vUrnja	Qr	vUrnja
.	Z	.

tekA	Rgp	tako
smo	Var1p	biti
navIkli	Vmp-pm	navići
.	Z	.

a	Cc	a
a	Cc	a
aa	I	a
On	Pp3msn	on
.	Z	.

a	Cc	a
Oni	Pp3mpn	oni
kAžu	Vmr3p	kazati
pa	Cc	pa
nEje	Px--sa	nEje
kAže	Vmr3s	kazati
tOj	Pd-nsn	taj
.	Z	.

vUrnja	Qr	vUrnja
tO	Pd-nsn	taj
je	Vcr3s	biti
pEkara	Ncfsn	pekara
.	Z	.

a	Cc	a
no	Cc	no
si	Px--sd	sebe
uprAvu	Ncfsa	uprava
.	Z	.

Ajde	I	hajde
jA	Pp1-sn	ja
ću	Var1s	hteti
svAlti	Px--sd	svAlti
.	Z	.

i	Cc	i
jA	Pp1-sn	ja
ću	Var1s	hteti
svAlti	Vmp-sf	svalti
.	Z	.

p	Z	
i	Cc	i
jA	Pp1-sn	ja
ću	Var1s	hteti
s/	X	s/
.	Z	.

da	Cs	da
vI	Pp2-pn	vi
glEdam	Vmr1s	gledati
.	Z	.

